Name,Name_ID,Category,Items,Img_path,wiki_brief,wiki_long,fill_check,border_check
"Anderson, Paul L.",AndersonPaulL,Work and Industry,34,,,,wi,wi
"Lauste, Eugene Augustin",LausteEugeneAugustin,Work and Industry,34,,French inventor,"EugÃ¨ne Augustin Lauste was a French inventor instrumental in the technological development of the history of cinema.
By age 23 he held 53 French patents. ",wi,wi
"McKinley, William",McKinleyWilliam,Political and Military History,34,images/111.jpg,25th U.S. President,"William McKinley was the 25th president of the United States from 1897, until his assassination in 1901. During his presidency, McKinley led the nation to victory in the Spanishâ€“American War, raised protective tariffs to promote American industry, and kept the nation on the gold standard in a rejection of the expansionary monetary policy of free silver.
",img,pmh
"Sentz, Norwood Lykes",SentzNorwoodLykes,Political and Military History,34,,,,pmh,pmh
"Truman, Harry S.",TrumanHarryS,Political and Military History,34,images/112.jpg,33rd U.S. President,"Harry S. Truman was the 33rd president of the United States from 1945 to 1953, succeeding upon the death of Franklin D. Roosevelt after serving as the 34th vice president. ",img,pmh
"Clay, Edward Williams",ClayEdwardWilliams,Cultural and Community Life,33,,Artist,"Edward Williams Clay was an American artist. He worked in the fields of painting, illustration, and printmaking. He was the creator of a racist and classist collection titled Life in Philadelphia.",ccl,ccl
"Easter, Dana",EasterDana,Cultural and Community Life,33,,,,ccl,ccl
"Jullien, A.",JullienA,Medicine and Science,33,,,,ms,ms
"Shriver, Sargent",ShriverSargent,Political and Military History,33,,,,pmh,pmh
"Steinbrenner, Carl",SteinbrennerCarl,Political and Military History,33,,,,pmh,pmh
"Jarvis, J. F.",JarvisJF,Work and Industry,32,,,,wi,wi
"Landers, Frary & Clark",LandersFrary&Clark,Cultural and Community Life,32,,,,ccl,ccl
"Nast, Thomas",NastThomas,Political and Military History,32,,,,pmh,pmh
"Sinatra, Frank",SinatraFrank,Cultural and Community Life,32,images/117.jpg,American singer,"Francis Albert Sinatra was an American singer, actor and producer who was one of the most popular and influential musical artists of the 20th century. ",img,ccl
"Hunter, Dard",HunterDard,Work and Industry,31,,Author,"William Joseph ""Dard"" Hunter was an American authority on printing, paper, and papermaking, especially by hand, using sixteenth century tools and techniques. ",wi,wi
"Kido, Kotaro",KidoKotaro,Work and Industry,31,,Magician,,wi,wi
"Landon, Alfred M.",LandonAlfredM,Political and Military History,31,images/120.jpg,Former Governor of Kansas,Alfred Mossman Landon was an American politician from the Republican Party. He served as the twenty-sixth Governor of Kansas from 1933 to 1937. ,img,pmh
"Leonard, Walter F.",LeonardWalterF,Cultural and Community Life,31,,,,ccl,ccl
"Bachmann, Michele",BachmannMichele,Political and Military History,30,images/121.jpg,Former United States Representative,Michele Marie Bachmann is an American politician and a member of the Republican Party. She represented Minnesota's 6th congressional district in the United States House of Representatives from 2007 to 2015. The district includes St. ,img,pmh
"Bull, Clarence",BullClarence,Work and Industry,30,,Photographer,"Clarence Sinclair Bull was a portrait photographer who worked for movie studios during the ""Golden Age of Hollywood"". He was head of the Metro-Goldwyn-Mayer stills department for nearly forty years.",wi,wi
"Carter, Benny",CarterBenny,Cultural and Community Life,30,,,,ccl,ccl
"De Dienes, Andre",DeDienesAndre,Work and Industry,30,,Hungarian photographer,"Andre de Dienes was a Hungarian photographer, noted for his work with Marilyn Monroe and his nude photography.",wi,wi
"Harding, George Matthews",HardingGeorgeMatthews,Political and Military History,30,,American painter,"George Matthews Harding was an American painter, author-illustrator, and a muralist. He served as an official war artist during World War I and World War II.",pmh,pmh
"Rockefeller, Nelson",RockefellerNelson,Political and Military History,30,images/126.jpg,Former Vice President of the United States,"Nelson Aldrich Rockefeller was an American businessman and politician who served as the 41st vice president of the United States from 1974 to 1977, and previously as the 49th governor of New York from 1959 to 1973. ",img,pmh
"Santorum, Rick",SantorumRick,Political and Military History,30,images/127.jpg,Former member of the United States Senate,"Richard John Santorum is an American politician, attorney, and political commentator. A member of the Republican Party, he served as a United States senator from Pennsylvania from 1995 to 2007 and was the Senate's third-ranking Republican from 2001 to 2007. ",img,pmh
"Schilling, Martin",SchillingMartin,Medicine and Science,30,,,,ms,ms
"Schmitt, Paul",SchmittPaul,Cultural and Community Life,30,,,,ccl,ccl
"Sieverts, June Ayres Lane",SievertsJuneAyresLane,Cultural and Community Life,30,,,,ccl,ccl
"Stevenson, Andrew",StevensonAndrew,Cultural and Community Life,30,images/129.jpg,British journalist,"Andrew William Stevenson Marr is a British journalist and a television and radio presenter. Beginning his career as a political commentator, he subsequently edited The Independent newspaper and was political editor of BBC News. ",img,ccl
"Waters, Alice",WatersAlice,Work and Industry,30,images/130.jpg,American chef,"Alice Louise Waters is an American chef, restaurateur, activist and author. She is the owner of Chez Panisse, a Berkeley, California restaurant famous for its organic, locally grown ingredients and for pioneering California cuisine, which she opened in 1971.
",img,wi
"Audubon, John James",AudubonJohnJames,Cultural and Community Life,29,,,,ccl,ccl
"Copp, Esther",CoppEsther,Cultural and Community Life,29,,,,ccl,ccl
"Hassam, Childe",HassamChilde,Work and Industry,29,,,,wi,wi
"Moran, Mary Nimmo",MoranMaryNimmo,Work and Industry,29,images/132.jpg,Printmaker,"Mary Nimmo Moran was an American 19th-century landscape printmaker, specializing in etchings. She completed roughly 70 landscape etchings, which included scenes of England and Scotland, as well as Long Island, New Jersey, Florida and Pennsylvania. ",img,wi
"Newman, Arnold",NewmanArnold,Work and Industry,29,images/133.jpg,American photographer,"Arnold Abner Newman was an American photographer, noted for his ""environmental portraits"" of artists and politicians. He was also known for his carefully composed abstract still life images.",img,wi
"Stanton, Elizabeth Cady",StantonElizabethCady,Political and Military History,29,,,,pmh,pmh
"Amsterdam, Ruth Samson",AmsterdamRuthSamson,Cultural and Community Life,28,,,,ccl,ccl
"Blossfeldt, Karl",BlossfeldtKarl,Work and Industry,28,images/136.jpg,German photographer,"Karl Blossfeldt was a German photographer, sculptor, teacher, and artist who worked in Berlin, Germany. He is best known for his close-up photographs of plants and living things, published in 1929 as Urformen der Kunst. ",img,wi
"Bush, Laura Welch",BushLauraWelch,Political and Military History,28,images/137.jpg,Former First Lady of the United States,"Laura Lane Welch Bush is an American educator who was First Lady of the United States as the wife of President George W. Bush, from 2001 to 2009. Bush previously served as First Lady of Texas from 1995 to 2000.
",img,pmh
"Harrison, William B.",HarrisonWilliamB,Political and Military History,28,,,,pmh,pmh
"Havel, Laurie Lewis",HavelLaurieLewis,Cultural and Community Life,28,,,,ccl,ccl
"Jonrowe, DeeDee",JonroweDeeDee,Cultural and Community Life,28,images/139.jpg,,"DeeDee Ann Jonrowe is an American kennel owner and dog musher who is a three-time runner up in the Iditarod Trail Sled Dog Race, and holds the fastest time ever recorded for a woman. ",img,ccl
"Lieberman, Joseph I.",LiebermanJosephI,Political and Military History,28,images/140.jpg,Former United States Senator,"Joseph Isadore Lieberman is an American politician, lobbyist and attorney who served as a United States Senator from Connecticut from 1989 to 2013. ",img,pmh
"Occi, James L.",OcciJamesL,Work and Industry,28,,,,wi,wi
"Potoksky, Douglas",PotokskyDouglas,Work and Industry,28,,,,wi,wi
"Schile, Henry",SchileHenry,Cultural and Community Life,28,,,,ccl,ccl
"Stubbs, Joseph",StubbsJoseph,Cultural and Community Life,28,,,,ccl,ccl
"Taft, William H.",TaftWilliamH,Political and Military History,28,images/142.jpg,27th U.S. President,"William Howard Taft was the 27th president of the United States and the tenth Chief Justice of the United States, the only person to have held both offices. ",img,pmh
"Watts, Susan C.",WattsSusanC,Work and Industry,28,,,,wi,wi
"Babson, Jane McCall",BabsonJaneMcCall,Work and Industry,27,,,,wi,wi
"Bennett, Jr., Louis",BennettJrLouis,Political and Military History,27,images/143.jpg,,"Louis Bennett Jr. was an American pursuit pilot and a flying ace in World War I.
He died near Marquillies, France in combat on 24 August 1918.",img,pmh
"Berlin, Irving",BerlinIrving,Cultural and Community Life,27,images/144.jpg,American composer,"Irving Berlin was an American composer and lyricist, widely considered one of the greatest songwriters in American history. His music forms a great part of the Great American Songbook. ",img,ccl
"Bryan, William Jennings",BryanWilliamJennings,Political and Military History,27,images/145.jpg,Former United States Secretary of State,"William Jennings Bryan was an American orator and politician from Nebraska. Beginning in 1896, he emerged as a dominant force in the Democratic Party, running three times as the party's nominee for President of the United States in the 1896, 1900, and 1908 elections. ",img,pmh
"Fortuny y Carbo, Mariano",FortunyyCarboMariano,Work and Industry,27,images/146.jpg,Spanish painter,"MariÃ  Josep Maria Bernat Fortuny i Marsal, known more simply as MariÃ  Fortuny or Mariano Fortuny, was the leading Spanish painter of his day, with an international reputation. ",img,wi
"Harrison, Benjamin",HarrisonBenjamin,Political and Military History,27,images/147.jpg,American businessman,"Richard Benjamin Harrison Jr., also known by the nicknames The Old Man and The Appraiser, was an American businessman and reality television personality, best known as the co-owner of the World Famous Gold &amp; Silver Pawn Shop, as featured on the History Channel series Pawn Stars. ",img,pmh
"Makovenyi, Nadya",MakovenyiNadya,Cultural and Community Life,27,,,,ccl,ccl
"Napier, John",NapierJohn,Cultural and Community Life,27,images/148.jpg,Scottish mathematician,"John Napier of Merchiston, nicknamed Marvellous Merchiston, was a Scottish landowner known as a mathematician, physicist, and astronomer. He was the 8th Laird of Merchiston. His Latinized name was Ioannes Neper.
John Napier is best known as the discoverer of logarithms. ",img,ccl
"Adams, Ansel",AdamsAnsel,Work and Industry,26,images/149.jpg,American photographer,Ansel Easton Adams was an American landscape photographer and environmentalist known for his black-and-white images of the American West. ,img,wi
"Brewer, Joe",BrewerJoe,Political and Military History,26,,,,pmh,pmh
"Lantz, Walter",LantzWalter,Cultural and Community Life,26,images/151.jpg,American cartoonist,"Walter Benjamin Lantz was an American cartoonist, animator, film producer, director and actor best known for founding Walter Lantz Productions and creating Woody Woodpecker.",img,ccl
"Levy, Seymour",LevySeymour,Work and Industry,26,,,,wi,wi
"Miller, Leonard W.",MillerLeonardW,Cultural and Community Life,26,,,,ccl,ccl
"Nakamura, Tsurusaburo",NakamuraTsurusaburo,Work and Industry,26,,,,wi,wi
"North, Simeon",NorthSimeon,Political and Military History,26,,,"Simeon North was a Middletown, Connecticut, gun manufacturer, who developed one of America's first milling machines in 1818 and played an important role in the development of interchangeable parts manufacturing.
",pmh,pmh
"Osborne, Jimmie",OsborneJimmie,Cultural and Community Life,26,,Musical artist,,ccl,ccl
"Pell, Alfred Duane",PellAlfredDuane,Cultural and Community Life,26,,,,ccl,ccl
"Pershing, John J.",PershingJohnJ,Political and Military History,26,images/155.jpg,General,"General of the Armies John Joseph ""Black Jack"" Pershing GCB was a senior United States Army officer. He served most famously as the commander of the American Expeditionary Forces on the Western Front in World War I, 1917â€“18.
",img,pmh
